Process_ID,Timestamp,Tool_Type,Wafer_ID,Chamber_Temperature,Gas_Flow_Rate,RF_Power,Etch_Depth,Rotation_Speed,Vacuum_Pressure,Stage_Alignment_Error,Vibration_Level,UV_Exposure_Intensity,Particle_Count,Defect,Join_Status
P1844,2025-01-07 07:15:00,Deposition,WAF24141,76.79846052,67.86290324,269.8338808,520.0130417,1544.568456,0.513999071,2.224300398,0.000539192,111.2816435,733,0,Joining
P1839,2025-01-07 07:15:00,Lithography,WAF18629,76.21669783,38.6446989,286.97621,403.904646,1314.443561,0.512784571,1.373954626,0.005379357,118.3446826,244,0,Joining
P1684,2025-01-07 07:15:00,Etching,WAF33070,74.66302873,47.27153204,301.589041,488.8987726,1102.960404,0.516858893,2.386015657,0.007129767,130.3151203,390,0,Joining
P1482,2025-01-07 07:15:00,Etching,WAF48718,78.88897376,55.38301692,277.2433005,378.9463766,1409.00071,0.489286557,2.40071162,0.004805615,128.8683168,364,0,Joining
P1084,2025-01-07 07:15:00,Lithography,WAF50721,68.75351537,62.70386028,241.596922,684.8341749,1596.333465,0.497621872,2.622047742,0.015101243,117.3364618,271,0,Joining
P1443,2025-01-07 07:15:00,Lithography,WAF54293,68.59165042,41.83206273,210.7290221,311.6243201,1999.713503,0.467295997,2.057047429,0.008292011,97.08786249,999,0,Joining
P1293,2025-01-07 07:15:00,Deposition,WAF40653,68.95438514,68.140712,245.8145049,481.326591,1446.966986,0.493264824,2.755130036,-0.005174116,139.5458878,885,0,Joining
P1527,2025-01-07 07:15:00,Lithography,WAF16630,78.86311493,60.36189345,280.5466536,619.6940792,1698.255255,0.524522239,2.255037755,0.005779461,137.2201761,972,0,Joining
P1342,2025-01-07 07:15:00,Deposition,WAF40401,70.21749855,48.17638198,309.9854678,398.5589414,1658.275919,0.363942422,2.194736401,0.015666415,116.9647658,868,0,Joining
P1167,2025-01-07 07:15:00,Lithography,WAF42353,80.46953476,44.06993649,344.1902398,373.3161267,1583.331301,0.491358794,1.506257228,0.00345863,131.9259353,405,0,Joining
P1557,2025-01-07 07:15:00,Etching,WAF23416,72.16205823,50.85046048,272.5080255,436.2771994,1294.506931,0.511081362,0.605854121,0.003379586,147.522155,772,1,Non-Joining
P1661,2025-01-07 07:15:00,Deposition,WAF91690,70.98403852,30.74134725,342.3283122,494.4118299,1455.41131,0.477232812,2.825674829,0.001514269,128.4012579,526,1,Non-Joining
P1938,2025-01-07 07:16:00,Etching,WAF78201,76.87810616,25.42599732,260.6567643,489.005543,1486.509747,0.497401355,1.872975243,0.012345383,137.5502738,964,0,Joining
P1793,2025-01-07 07:16:00,Deposition,WAF46069,68.36357981,53.64767853,304.6677283,428.2473999,1193.456373,0.420551668,1.447639422,0.013417944,120.005815,538,0,Joining
P1063,2025-01-07 07:16:00,Deposition,WAF61332,77.2507488,61.82441631,255.128667,515.1435887,1587.757354,0.424893167,2.189609479,0.016545989,100.3818175,868,1,Non-Joining
P1626,2025-01-07 07:16:00,Etching,WAF63651,72.78887237,46.33759985,375.366671,430.5387562,1561.285417,0.495052132,1.850042996,0.001274411,129.8144611,375,0,Joining
P1084,2025-01-07 07:16:00,Etching,WAF21227,73.96800471,44.23986023,363.4702906,433.0959414,1551.879737,0.536486852,1.625476835,0.011929603,133.8591714,914,0,Joining
P1588,2025-01-07 07:16:00,Etching,WAF80976,70.90657478,33.75723404,301.5945791,637.3472108,1915.033273,0.490453209,1.384720427,0.012247996,115.2164311,238,0,Joining
P1874,2025-01-07 07:16:00,Deposition,WAF34807,73.92835967,48.69294881,239.5456268,427.1437708,1584.771948,0.459132152,1.402374265,0.008896686,108.4029896,480,1,Non-Joining
P1351,2025-01-07 07:16:00,Deposition,WAF87902,74.96305565,50.34569417,291.2135352,544.1571417,1205.048595,0.470067877,1.700550136,0.005972508,118.7595818,998,0,Joining
P1462,2025-01-07 07:17:00,Deposition,WAF29121,74.2272059,56.54093449,309.3263787,585.038017,1248.081363,0.520745625,2.249233062,0.01130723,131.6040039,275,0,Joining
P1224,2025-01-07 07:17:00,Lithography,WAF94351,75.46031148,42.30431286,355.4584925,478.0205697,1395.025124,0.424858273,1.92995807,0.011042052,136.1161763,913,0,Joining
P1431,2025-01-07 07:17:00,Etching,WAF61265,72.25339735,45.00709321,371.017973,513.4131682,1489.744321,0.439503365,0.828524161,0.019410392,93.8311816,907,0,Joining
P1858,2025-01-07 07:17:00,Etching,WAF39218,72.98758159,57.68736652,364.1588613,601.6766182,1279.66646,0.478699122,1.680835673,0.015221825,122.795308,207,0,Joining
P1049,2025-01-07 07:17:00,Etching,WAF52635,75.40623538,43.05624234,315.6555946,509.0182246,1489.229724,0.497985481,1.787554449,0.013874326,125.7622534,682,1,Non-Joining
P1134,2025-01-07 07:17:00,Etching,WAF87271,77.55762836,38.71769155,404.0954034,516.1289746,1243.328678,0.476955203,2.904408694,0.009604419,147.9012377,229,0,Joining
P1465,2025-01-07 07:17:00,Etching,WAF54133,77.89522449,31.31688689,286.1877982,482.0578974,1873.736545,0.521749028,2.383372302,0.003673275,96.03203196,489,0,Joining
P1312,2025-01-07 07:17:00,Lithography,WAF40311,75.32776863,40.76102847,291.8354209,297.3807645,2199.022643,0.47448206,2.062833805,0.015806959,108.5982729,951,0,Joining
P1812,2025-01-07 07:17:00,Etching,WAF91069,77.22548629,61.37966989,252.9468992,362.2317687,1521.42182,0.506282085,1.138544344,0.009104989,124.9167895,878,0,Joining
P1798,2025-01-07 07:18:00,Etching,WAF83118,86.90972492,50.62489986,262.4273287,527.1021641,1251.380674,0.46437202,1.667378574,0.02134166,106.013186,236,0,Joining
P1108,2025-01-07 07:18:00,Deposition,WAF94727,68.6290126,46.24355379,258.2962219,492.9309517,1526.141863,0.439188751,2.669290058,0.020068872,111.9496107,678,0,Joining
P1100,2025-01-07 07:18:00,Etching,WAF95916,76.43997156,27.33593427,340.2132871,437.2171897,1267.202964,0.480603096,1.257687542,0.015946884,128.9335647,182,1,Non-Joining
P1628,2025-01-07 07:18:00,Lithography,WAF64445,77.57555977,32.31074703,339.7166069,516.6265417,1222.333692,0.580588988,1.899899103,0.014206131,138.3324289,717,1,Non-Joining
P1645,2025-01-07 07:18:00,Etching,WAF18079,74.67867436,45.32599621,309.8648985,447.0027117,1084.095028,0.44756067,1.188599823,0.013636666,115.0623259,360,0,Joining
P1757,2025-01-07 07:18:00,Etching,WAF76092,80.50958915,38.90130993,391.4938135,577.0772529,1555.646923,0.479550302,3.072375979,0.010831111,103.9331003,382,0,Joining
P1111,2025-01-07 07:18:00,Etching,WAF64576,72.37585439,44.65377905,327.2054044,410.9140579,1818.48939,0.5827501,2.944688687,0.001971212,110.8780236,672,0,Joining
P1346,2025-01-07 07:18:00,Deposition,WAF70887,66.18374534,65.38777291,326.3141233,438.5630171,1660.234959,0.619962714,1.832274501,0.016733712,96.87212638,462,0,Joining
P1244,2025-01-07 07:18:00,Etching,WAF45862,77.62406852,46.50093134,169.5375672,610.2334358,1584.308362,0.59556911,3.174134362,0.003471951,121.8222444,411,1,Non-Joining
P1588,2025-01-07 07:18:00,Etching,WAF95913,81.68297038,58.70084507,335.0754387,630.0791935,1697.977654,0.44696091,2.761475464,0.019620254,130.3664269,352,0,Joining
P1659,2025-01-07 07:18:00,Etching,WAF97189,79.23434867,43.47957586,321.0169183,444.5010929,1753.263811,0.480246838,1.065593852,0.01647445,132.7019829,492,0,Joining
P1248,2025-01-07 07:19:00,Etching,WAF49459,69.94835106,59.35454701,372.5226249,195.4129398,1458.243894,0.539582436,0.518422301,0.007239289,131.6635779,565,1,Non-Joining
P1940,2025-01-07 07:19:00,Deposition,WAF61965,82.11815591,53.02009386,280.8843829,405.8702241,1309.925506,0.500180813,2.900410574,0.018817014,92.61067833,188,0,Joining
P1770,2025-01-07 07:19:00,Deposition,WAF35274,70.88740178,48.52557548,355.6596214,450.5026502,1445.406263,0.513934095,1.386604309,0.004894357,120.4775239,644,0,Joining
P1027,2025-01-07 07:19:00,Etching,WAF23891,76.10905574,54.6945424,224.8191553,462.4635859,1617.020742,0.537740988,1.377453923,0.007815184,95.36645965,900,0,Joining
P1901,2025-01-07 07:19:00,Deposition,WAF53255,79.21691726,54.61459704,319.809573,422.7704457,1540.779245,0.432338722,2.586641792,-0.003475771,113.78604,881,0,Joining
P1400,2025-01-07 07:19:00,Lithography,WAF43485,75.89294299,47.71634407,332.664172,505.1226782,1403.732501,0.488806429,3.196396762,0.003943352,111.9448862,930,0,Joining
P1653,2025-01-07 07:19:00,Deposition,WAF62195,72.16068426,48.94190356,299.7939608,382.7986742,1590.024453,0.453669049,3.606191716,0.015668197,120.9835212,766,0,Joining
P1428,2025-01-07 07:20:00,Etching,WAF60528,76.98716987,54.76034809,321.0019289,555.5264701,1249.3244,0.526906193,1.853781796,0.00959216,131.8646364,593,0,Joining
P1883,2025-01-07 07:20:00,Lithography,WAF82796,81.55996395,45.13374737,320.2007945,487.8037989,1473.039327,0.476515805,0.857268438,0.008785095,139.7960348,771,0,Joining
P1034,2025-01-07 07:20:00,Deposition,WAF17076,79.5043222,60.13323503,286.379531,447.9014824,1393.831734,0.553877077,0.476015261,0.010970189,103.3591202,905,0,Joining
P1959,2025-01-07 07:20:00,Deposition,WAF59615,83.80701275,47.86708475,229.2966696,437.3802971,1535.043795,0.508508078,2.459068736,0.009624285,127.9642897,707,0,Joining
P1224,2025-01-07 07:20:00,Lithography,WAF88847,74.14761926,50.3374499,250.613426,663.649021,1774.015728,0.472650802,1.121951949,0.008309838,117.4356995,724,0,Joining
P1944,2025-01-07 07:20:00,Deposition,WAF76798,70.02674285,48.53255427,208.6154417,418.6800599,1436.077768,0.406624115,1.795505648,0.005168009,140.0819191,385,0,Joining
P1701,2025-01-07 07:20:00,Deposition,WAF90350,74.39778569,49.74711287,180.9654206,347.8330627,1553.045817,0.584627772,1.592406331,0.004178726,121.1271071,182,0,Joining
P1481,2025-01-07 07:21:00,Deposition,WAF68396,84.31447777,33.34842848,355.5427759,516.3817194,1508.484254,0.478550904,2.161990546,0.013833554,108.8291906,886,0,Joining
P1507,2025-01-07 07:21:00,Deposition,WAF19319,70.31616284,33.36440772,279.2900511,158.0094021,1370.403169,0.48054046,3.336995727,0.013423398,109.439373,980,0,Joining
P1640,2025-01-07 07:21:00,Deposition,WAF62136,71.48889757,50.22491238,314.3927032,470.215907,1479.805957,0.509238183,2.333214715,0.004807252,102.5502425,442,0,Joining
P1737,2025-01-07 07:21:00,Deposition,WAF22651,66.93574533,61.49937156,271.8758898,569.2579392,1560.618729,0.559734091,2.696762074,0.004810445,113.1850374,118,1,Non-Joining
P1918,2025-01-07 07:21:00,Etching,WAF14409,74.75197744,53.01853324,245.8702649,370.9817906,1454.502653,0.485461547,1.882306032,0.0161288,118.2863566,365,0,Joining
P1490,2025-01-07 07:21:00,Etching,WAF29309,78.29786979,54.77238862,323.2180805,482.2820698,1839.556781,0.468844192,2.553007642,0.01014331,129.8292031,824,0,Joining
P1344,2025-01-07 07:21:00,Etching,WAF36998,76.51495428,46.81755085,347.7362958,651.7877958,1580.899921,0.54956866,2.15388916,0.005985742,123.2490475,211,0,Joining
P1480,2025-01-07 07:21:00,Etching,WAF32236,80.44455256,42.27146575,224.3949111,427.7734069,1268.018116,0.55790479,1.05634035,0.009299022,131.8445337,219,0,Joining
P1220,2025-01-07 07:21:00,Etching,WAF30405,85.06477925,56.14490551,370.6007995,537.7092494,1448.247008,0.581867093,1.699313544,0.008382016,112.5964713,361,1,Non-Joining
P1498,2025-01-07 07:21:00,Etching,WAF24436,70.05497781,43.06077781,256.824455,574.6435889,1743.458642,0.623713223,2.830819018,0.002199998,127.3121545,495,1,Non-Joining
P1527,2025-01-07 07:21:00,Deposition,WAF33426,70.89356602,40.67340361,254.7564412,536.9161162,1536.211413,0.422417582,2.685208525,0.007951805,127.0940512,737,0,Joining
P1020,2025-01-07 07:22:00,Lithography,WAF45916,65.74811158,50.74669046,309.198457,433.1943312,1677.743491,0.468706913,2.60231852,0.010305435,140.6817812,694,0,Joining
P1047,2025-01-07 07:22:00,Deposition,WAF75364,81.49742999,32.39669487,200.1212563,504.9284389,1353.06342,0.531558238,2.386372352,0.015725825,96.17578206,392,0,Joining
P1863,2025-01-07 07:22:00,Lithography,WAF53334,79.2512276,35.4639673,268.3542807,385.5712836,1506.609885,0.506498189,1.869865697,0.009427167,114.0932734,626,0,Joining
P1872,2025-01-07 07:22:00,Etching,WAF94475,72.64443488,62.72320705,255.4542955,489.8070727,1400.800808,0.515420826,2.734075494,0.016067671,123.1896456,239,0,Joining
P1286,2025-01-07 07:22:00,Lithography,WAF12482,66.73807972,37.63123762,296.9766349,328.5874244,1458.651696,0.493079337,1.142127967,0.013814677,113.0524715,812,0,Joining
P1401,2025-01-07 07:22:00,Deposition,WAF17928,72.7274585,40.08064497,265.4029236,425.5482932,1496.845337,0.548537904,3.102287537,0.00870849,121.7917345,550,0,Joining
P1645,2025-01-07 07:22:00,Etching,WAF13816,72.22677946,50.44691783,360.3338249,512.5602545,1309.081827,0.445514329,1.786685216,0.006422564,109.5878927,913,0,Joining
P1847,2025-01-07 07:22:00,Deposition,WAF76786,68.1333786,66.5131176,278.3239042,566.9109879,1888.330874,0.503140905,2.36140028,0.003335827,129.0476182,534,0,Joining
P1550,2025-01-07 07:22:00,Deposition,WAF19322,68.31076814,54.35039455,220.0481051,347.57987,1562.540698,0.503374046,1.480860935,0.013604355,125.8667329,880,0,Joining
P1044,2025-01-07 07:22:00,Lithography,WAF55213,73.03719161,43.5341978,192.7120518,501.2024681,1411.624543,0.439963477,-0.359510357,0.013626099,111.494681,364,0,Joining
P1545,2025-01-07 07:22:00,Lithography,WAF44558,73.6992161,64.40729825,347.8329716,344.3155106,1637.890109,0.453295573,1.822292492,0.014834065,140.832042,953,0,Joining
P1344,2025-01-07 07:22:00,Deposition,WAF66369,74.25234818,62.56281236,327.304876,358.8938312,1441.214483,0.4988804,-0.5198663,0.011102235,157.1929525,793,0,Joining
P1755,2025-01-07 07:23:00,Etching,WAF44422,71.51154428,61.90794708,295.2866426,582.7436604,1304.096993,0.618264398,0.439603592,0.011700399,124.0057228,320,0,Joining
P1273,2025-01-07 07:23:00,Etching,WAF89386,63.70361914,47.78917882,359.7372475,580.8529373,1601.959109,0.471459303,2.355806672,0.014708842,139.1687256,502,1,Non-Joining
P1136,2025-01-07 07:23:00,Etching,WAF20300,75.15252407,70.60971385,332.5614276,492.235023,1600.740703,0.507550066,2.484480296,0.007352513,126.790955,401,0,Joining
P1387,2025-01-07 07:23:00,Lithography,WAF44563,70.70306934,43.44507287,296.5267233,503.3071544,1285.544419,0.477331265,1.717381851,0.00908647,134.3575997,517,0,Joining
P1014,2025-01-07 07:23:00,Etching,WAF79269,68.03509191,50.43469775,359.0532006,509.7682073,1440.577055,0.477332093,2.607694508,-0.000537593,116.4523814,851,0,Joining
P1955,2025-01-07 07:23:00,Etching,WAF16732,73.02141945,67.79171797,341.8307448,558.8830672,1558.401324,0.485816598,2.34115717,0.01432287,146.0022016,405,0,Joining
P1328,2025-01-07 07:23:00,Etching,WAF66284,72.25312116,71.31209758,328.9299673,452.856536,1626.959773,0.543290393,2.807509479,0.017801116,100.1632559,469,0,Joining
P1208,2025-01-07 07:23:00,Lithography,WAF58960,69.59971262,49.06281323,239.4548049,547.5588112,1238.479423,0.553790954,2.411004177,0.01996605,91.64327093,504,1,Non-Joining
P1078,2025-01-07 07:24:00,Lithography,WAF45377,69.38983415,42.78283955,356.9083442,403.1278491,947.8605451,0.53196886,1.137470356,0.013807381,124.7225051,985,0,Joining
P1937,2025-01-07 07:24:00,Deposition,WAF33226,86.35787229,63.27193104,335.4721342,552.1062587,1407.822568,0.493805039,0.586184901,0.006680438,101.7372432,304,1,Non-Joining
P1329,2025-01-07 07:24:00,Etching,WAF20298,79.87805638,59.85316074,292.57514,390.6790456,1310.426512,0.507058119,3.762062301,0.00802323,119.2286783,712,0,Joining
P1524,2025-01-07 07:24:00,Etching,WAF38875,76.12089742,46.13994777,330.9412146,450.0476032,1099.923478,0.477431998,1.228403104,0.004576859,106.4441468,103,0,Joining
P1142,2025-01-07 07:24:00,Lithography,WAF38090,74.69796934,53.8372582,254.909751,519.2264117,1695.55293,0.498309532,3.436739151,0.006155576,143.7400713,649,0,Joining
P1771,2025-01-07 07:24:00,Lithography,WAF65082,72.74081636,32.71416224,376.7585747,397.9321343,1556.807486,0.471002291,1.590707325,0.014495735,131.0973402,649,0,Joining
P1620,2025-01-07 07:24:00,Lithography,WAF37677,66.75875141,44.42476939,378.7135527,522.6115905,1454.944985,0.469932562,1.682391452,0.007157933,137.229156,483,0,Joining
P1116,2025-01-07 07:25:00,Etching,WAF68602,78.45308761,47.19439208,307.977179,449.3704363,1856.451623,0.469109841,3.464198845,0.006936778,143.954987,929,0,Joining
P1989,2025-01-07 07:25:00,Etching,WAF10907,69.17235305,83.3526819,314.2873631,671.6258552,1895.642778,0.510143193,1.625779081,0.008083198,111.3459153,256,0,Joining
P1652,2025-01-07 07:25:00,Lithography,WAF35836,77.82325361,53.87168627,346.3357639,476.9791094,1367.979232,0.516920033,2.240910605,0.011593835,144.455049,953,0,Joining
P1266,2025-01-07 07:25:00,Lithography,WAF23764,80.4475223,37.30536763,365.4064296,555.0685895,1467.503581,0.47644751,3.643115086,0.008519927,114.882499,677,0,Joining
P1507,2025-01-07 07:26:00,Etching,WAF21027,71.4810164,44.44286455,292.9573956,440.3369251,1384.986259,0.469751531,1.984819543,0.01191127,124.7136048,952,0,Joining
P1823,2025-01-07 07:26:00,Deposition,WAF76556,80.51138263,60.3084708,261.7877051,478.6815038,1340.777824,0.566276046,2.410263143,0.014616689,130.6335427,724,0,Joining
P1205,2025-01-07 07:26:00,Lithography,WAF58384,72.43175492,44.58740426,352.908721,543.7916605,1413.128447,0.498712117,2.98412596,0.004995534,123.9761074,248,0,Joining
P1267,2025-01-07 07:26:00,Deposition,WAF31663,70.80507219,53.79248007,289.1625954,488.9809119,1396.237709,0.468690432,2.373862532,0.01224295,93.59007727,907,0,Joining
P1757,2025-01-07 07:26:00,Lithography,WAF33060,75.38892171,47.36256164,357.3064669,473.7969682,1569.91972,0.461790308,0.033994781,0.015303166,119.0669983,782,1,Non-Joining
P1571,2025-01-07 07:26:00,Etching,WAF87381,83.96732462,50.51376086,222.1831325,655.3868905,1729.421987,0.459969446,2.732559094,0.016265029,118.0408668,875,0,Joining
P1807,2025-01-07 07:26:00,Deposition,WAF18802,71.81216037,32.67026787,336.6807806,501.7880265,1575.822985,0.555776708,1.913225161,0.008152182,116.2421508,409,0,Joining
P1548,2025-01-07 07:26:00,Etching,WAF15951,73.68823723,57.52710601,323.0466318,598.8749048,1338.795261,0.552110009,1.973297117,0.007759258,106.4426569,855,0,Joining
P1073,2025-01-07 07:26:00,Etching,WAF25175,78.08022199,44.33291518,300.2407475,459.1384508,1270.907914,0.560248188,2.941669057,0.003038286,123.2906899,742,1,Non-Joining
P1088,2025-01-07 07:27:00,Etching,WAF47669,80.57109035,39.19713206,373.5821352,622.9158444,1842.491176,0.556893884,2.262762733,0.008844714,133.1372259,721,0,Joining
P1433,2025-01-07 07:27:00,Deposition,WAF21842,76.55696751,55.35133624,377.6132457,434.636805,1416.7614,0.555903876,2.367286358,0.012507605,136.0976118,566,0,Joining
P1985,2025-01-07 07:27:00,Deposition,WAF62485,78.55257044,60.33612838,215.2385497,534.6431556,1381.250145,0.521482869,2.003916052,0.000625317,108.8425412,474,0,Joining
P1787,2025-01-07 07:27:00,Lithography,WAF74099,80.82366521,45.80738719,309.1030244,370.026179,1576.394787,0.470564133,1.498101544,0.008836145,141.2829057,207,0,Joining
P1870,2025-01-07 07:27:00,Deposition,WAF73288,70.35558771,58.47059921,336.2760733,414.8664725,1670.431181,0.453554408,1.418909358,0.015523519,92.06443401,454,0,Joining
P1129,2025-01-07 07:27:00,Etching,WAF19795,71.6431324,71.70254863,330.6280342,569.0742094,1462.138669,0.571661645,1.765478623,0.010966287,109.7097613,285,0,Joining
P1208,2025-01-07 07:27:00,Lithography,WAF36261,76.02827333,53.70175453,368.175201,623.066157,1532.571816,0.459973648,1.930761515,0.008868048,128.2778115,980,0,Joining
P1731,2025-01-07 07:27:00,Deposition,WAF56335,71.65502784,42.2735481,323.8789836,435.9517984,1284.721871,0.553576633,0.648320726,0.009890321,117.9156523,830,0,Joining
P1885,2025-01-07 07:28:00,Lithography,WAF77635,76.57545472,55.58064769,252.1147114,725.6778526,1646.575625,0.552667688,2.48291711,0.010546472,131.7427727,441,0,Joining
P1697,2025-01-07 07:28:00,Deposition,WAF64470,73.79633919,52.17476514,310.6674638,578.0705746,1637.296261,0.565244294,1.689913151,0.01179737,120.1711703,147,0,Joining
P1383,2025-01-07 07:28:00,Etching,WAF56129,71.38526241,53.19462296,344.1286754,533.0794119,1519.108948,0.557356268,1.244111579,-0.000344444,121.7417551,837,0,Joining
P1955,2025-01-07 07:28:00,Deposition,WAF34641,71.59967184,42.0459311,292.2584329,412.4592738,1446.050795,0.534489712,2.315791675,0.002312266,135.1305241,214,0,Joining
P1706,2025-01-07 07:28:00,Deposition,WAF69398,79.48300647,39.17330452,342.8808233,707.7169765,1778.499749,0.431380956,2.529536412,0.014335641,116.5190616,436,0,Joining
P1826,2025-01-07 07:28:00,Deposition,WAF31400,78.38450619,51.42499748,390.20168,518.290814,1202.38952,0.513012209,2.264046135,0.012985157,137.0118547,658,0,Joining
P1586,2025-01-07 07:28:00,Deposition,WAF42161,70.707542,45.54140165,239.5171269,511.8852877,1640.350265,0.423361323,2.672500016,0.016040342,127.6546932,146,0,Joining
P1978,2025-01-07 07:28:00,Deposition,WAF83836,76.03354458,33.81732811,300.734612,537.9444642,1373.843976,0.528192737,2.87495564,0.004488021,115.539782,912,0,Joining
P1466,2025-01-07 07:29:00,Lithography,WAF57576,69.04352947,55.13892718,305.7072959,571.969555,1526.997729,0.471679092,2.286024452,0.008019799,124.7526263,621,1,Non-Joining
P1950,2025-01-07 07:29:00,Lithography,WAF31483,75.42535043,53.4769583,382.7928139,415.4776487,1254.247394,0.459787119,3.06927037,0.012453596,109.258297,356,0,Joining
P1541,2025-01-07 07:29:00,Etching,WAF90729,74.00709338,64.28277953,279.3461733,579.1341699,1146.944249,0.367272082,1.031006712,0.010405124,97.32684572,604,0,Joining
P1215,2025-01-07 07:29:00,Lithography,WAF43808,80.52277262,37.32323223,292.0046049,611.574924,1471.848999,0.544703023,1.578154557,9.58e-05,94.70686419,528,0,Joining
P1869,2025-01-07 07:29:00,Deposition,WAF50916,79.59780273,59.24094531,318.4436745,476.2837171,1582.139985,0.49678266,1.322796733,0.016713257,146.0568908,271,0,Joining
P1611,2025-01-07 07:29:00,Lithography,WAF56923,79.18926897,59.71076303,324.6395464,472.9949896,1778.983882,0.523752287,3.43281407,0.006420923,122.3096865,611,0,Joining
P1944,2025-01-07 07:29:00,Deposition,WAF19533,75.0373192,61.57320387,353.6972496,421.936498,1492.347501,0.47740554,3.020793192,0.010997645,119.14236,208,1,Non-Joining
P1143,2025-01-07 07:29:00,Lithography,WAF37563,77.43468279,23.08800244,329.6742911,395.3159047,1543.005557,0.475186528,3.014927007,0.016358375,113.3311003,342,0,Joining
P1491,2025-01-07 07:29:00,Lithography,WAF29579,64.20216661,46.16785371,293.1430688,395.5914578,1682.475741,0.594136994,2.114535015,-0.000283243,98.73338917,538,0,Joining
P1014,2025-01-07 07:29:00,Lithography,WAF66625,72.37169841,48.38931914,309.3910068,630.6314813,1198.412433,0.513585376,1.356509149,0.017789154,118.067031,286,0,Joining
P1690,2025-01-07 07:30:00,Etching,WAF56576,82.28935284,32.91558634,186.789068,447.6358782,1104.683196,0.423251451,2.604685164,0.002860712,105.1044099,575,0,Joining
P1272,2025-01-07 07:30:00,Etching,WAF97359,76.36013448,52.69963794,350.780603,307.0388473,1647.554803,0.56145629,0.122284013,0.004343897,106.9989669,851,0,Joining
P1972,2025-01-07 07:30:00,Lithography,WAF19200,69.12070115,50.08049248,303.3712098,319.8018919,1512.958846,0.427177122,2.576639223,0.009341132,112.678753,221,0,Joining
P1172,2025-01-07 07:30:00,Deposition,WAF64626,87.93720614,40.83305506,294.4495321,457.911751,1443.910225,0.529485384,0.633482339,0.012970565,113.4465,563,1,Non-Joining
P1702,2025-01-07 07:30:00,Etching,WAF69595,76.4461097,63.14047623,367.5617215,656.2326943,1898.637204,0.50908753,2.286296111,0.007214803,140.6186211,585,1,Non-Joining
P1547,2025-01-07 07:30:00,Etching,WAF10016,83.32334015,53.13592677,296.2212148,592.2939793,1732.725321,0.480810197,1.817069045,0.013216488,100.7907372,932,0,Joining
P1110,2025-01-07 07:30:00,Etching,WAF25212,70.9337034,54.37963346,362.9513096,491.3322875,1570.748317,0.589873839,2.07203867,0.009688589,103.9323527,587,0,Joining
P1231,2025-01-07 07:30:00,Etching,WAF70188,73.05078473,57.24604978,291.020831,344.1848014,1132.567153,0.483671141,1.468305072,0.014042839,136.5056198,963,0,Joining
P1583,2025-01-07 07:30:00,Lithography,WAF20711,74.33010763,52.81820086,225.4529845,628.8218244,1678.822843,0.484697116,2.672592526,0.008079624,110.2121068,261,1,Non-Joining
P1920,2025-01-07 07:30:00,Deposition,WAF36378,64.04008568,55.24087334,300.1338203,548.4307081,1293.373105,0.465288093,2.741903181,0.009458796,124.7996662,384,1,Non-Joining
P1283,2025-01-07 07:31:00,Deposition,WAF48682,74.64545946,59.82587381,366.2294538,504.5548855,1154.935718,0.534663975,0.692265964,0.007422848,121.5421158,175,0,Joining
P1898,2025-01-07 07:31:00,Etching,WAF34601,70.97728693,49.44564321,280.2256471,597.2286975,1516.997456,0.457625962,3.051639968,-0.00059782,129.7673992,850,0,Joining
P1685,2025-01-07 07:31:00,Lithography,WAF40110,82.10198216,50.17688065,266.2815185,450.6332195,1521.426664,0.496517962,1.833588939,0.023268943,142.8612058,279,1,Non-Joining
P1114,2025-01-07 07:31:00,Lithography,WAF54651,76.19645057,56.79651048,356.8956564,510.2910855,1388.927867,0.602480409,2.490656372,0.005615054,130.0966778,685,0,Joining
P1284,2025-01-07 07:31:00,Etching,WAF38572,69.43949053,56.18015365,322.2345423,413.7268662,1727.338424,0.503271516,2.673228794,0.012441705,127.9211106,875,0,Joining
P1125,2025-01-07 07:31:00,Lithography,WAF52028,72.34180915,51.80779018,338.3777855,396.8401878,1017.937384,0.466027382,3.747627809,0.018798299,139.4004099,636,0,Joining
P1920,2025-01-07 07:31:00,Deposition,WAF47079,77.08699639,46.94515024,248.4874744,529.3948434,1579.468869,0.520690754,3.241522978,0.013224012,128.0536003,784,0,Joining
P1481,2025-01-07 07:31:00,Deposition,WAF87154,75.31498893,60.04955514,322.5352198,397.3765651,1171.962745,0.537433112,-0.014826385,0.015898146,121.6055216,215,1,Non-Joining
P1133,2025-01-07 07:31:00,Etching,WAF35525,67.44097628,67.32594266,372.3368795,435.923772,1876.093699,0.558288025,1.987112779,0.011885639,133.7012002,724,0,Joining
P1077,2025-01-07 07:32:00,Deposition,WAF15804,74.61249406,67.31692989,280.2676099,467.1348412,1771.607528,0.401798082,1.722926338,0.01309295,119.6992884,991,0,Joining
P1074,2025-01-07 07:32:00,Deposition,WAF42850,78.27489897,55.8030223,317.4290784,469.6993597,1363.658556,0.493016594,2.415328339,0.008571939,99.34819003,222,0,Joining
P1165,2025-01-07 07:32:00,Deposition,WAF51132,83.39092689,56.3036391,280.6828273,652.6378479,1694.408244,0.487398563,2.633582294,0.01222344,99.7966496,890,0,Joining
P1188,2025-01-07 07:32:00,Lithography,WAF60150,63.91561161,35.37668391,249.0771001,321.6800278,1414.486654,0.411663956,3.342966375,0.002021895,118.3845749,913,0,Joining
